0.013357	0.93948	0.93948	0.012240
0.013805	0.92994	0.92994	0.021781
0.014252	0.86913	0.86739	0.082329
0.014699	0.85366	0.71983	0.078209
0.015146	0.84447	0.40426	0.040304
0.015593	0.82712	0.28814	0.037416
0.016040	0.80649	0.21105	0.042554
0.016487	0.77499	0.14886	0.061040
0.016935	0.75743	0.13235	0.071768
0.017382	0.65530	0.075212	0.085900
0.017829	0.36807	0.057382	0.084802
0.018276	0.19178	0.051366	0.082795
0.018723	0.098558	0.050072	0.057665
0.019170	0.078894	0.032136	0.028593
0.019617	0.083579	0.033260	0.012952
0.020065	0.070660	0.045616	0.011584
0.020512	0.082194	0.029785	0.0097112
0.020959	0.058740	0.018054	0.0057311
0.021406	0.065437	0.014078	0.0074502
0.021853	0.056484	0.014110	0.0060808
0.022300	0.070305	0.014214	0.0025836
0.022748	0.057177	0.0083880	0.0010981
0.023195	0.034655	0.0052943	0.0011055
0.023642	0.031323	0.0059309	0.0012033
0.024089	0.029738	0.0049538	0.00088566
0.024536	0.040954	0.0043345	0.0011022
0.024983	0.035010	0.0037660	0.0010714
0.025430	0.025692	0.0034802	0.00056404
0.025731	0.027547	0.0037273	0.00040459
0.026551	0.018186	0.0038272	0.00029319
0.027370	0.016870	0.0063027	0.00020689
0.028190	0.0096744	0.0082875	0.00027008
0.029010	0.0080969	0.0056133	0.00088481
0.029829	0.0059332	0.0062337	0.00063179
0.030649	0.0046862	0.0058779	0.00054741
0.031469	0.0042487	0.0055560	0.00095623
0.032289	0.0023942	0.0028998	0.00098467
0.033108	0.0017218	0.0024383	0.00045901
0.033928	0.0022442	0.0025453	0.00032249
0.034748	0.0018104	0.0026949	0.00059923
0.035567	0.0011610	0.0019535	0.00041156
0.036387	0.00097012	0.0015562	0.00020636
0.037207	0.00094008	0.0016013	0.00017612
0.038027	0.0010718	0.0018741	0.00024462
0.038846	0.0011891	0.0025081	0.00055106
0.039666	0.0020679	0.0039091	0.0013452
0.040486	0.0025172	0.012113	0.0020377
0.041305	0.0026376	0.041490	0.0062708
0.042125	0.0043021	0.063629	0.016879
0.042945	0.0041913	0.046594	0.021527
0.043765	0.0032226	0.017849	0.012788
0.044584	0.0027501	0.0064135	0.0035442
0.045404	0.0016447	0.0041327	0.00067485
0.046224	0.0010989	0.0029939	0.00030119
0.047043	0.00086481	0.0017207	0.00028294
0.047502	0.00080631	0.0012430	0.00024528
0.049153	0.00040543	0.00060392	8.7238e-05
0.050803	0.00016178	0.00035021	4.5403e-05
0.052453	5.9501e-05	0.00065708	9.0465e-05
0.054103	6.3746e-05	0.0017388	0.00035779
0.055753	0.00014878	0.00057975	0.00018371
0.057403	0.00015725	0.00015705	3.6495e-05
0.059053	0.00017346	4.0445e-05	2.8320e-05
0.060704	0.00013491	4.1310e-05	3.0865e-05
0.062354	0.00013296	5.7199e-05	1.9044e-05
0.064004	0.00011530	5.2103e-05	7.1756e-06
0.065654	0.00010684	0.00020159	3.5686e-05
0.067304	9.5752e-05	0.00017721	4.2937e-05
0.068954	9.5666e-05	0.00020128	5.4495e-05
0.070604	0.00013120	0.00013408	9.1142e-05
0.072255	4.6608e-05	6.8543e-05	5.1606e-05
0.073905	1.2191e-05	7.4642e-05	2.2671e-05
0.075555	1.1168e-05	7.6873e-05	1.4581e-05
0.077205	2.8194e-05	0.00017512	4.4331e-05
0.078855	5.1075e-05	0.0011681	0.00021876
0.080505	0.00013386	0.0040778	0.00090575
0.082156	0.00028818	0.0035445	0.0010890
0.083806	0.00019471	0.00095936	0.00035817
0.085456	7.2247e-05	0.00024173	6.4306e-05
0.087106	3.4726e-05	0.00011016	2.5243e-05
0.088756	1.9469e-05	5.9005e-05	1.3657e-05
0.090406	1.6661e-05	7.9275e-05	1.8481e-05
0.092056	3.0850e-05	0.00019090	4.9013e-05
0.093707	4.2368e-05	0.00020369	6.2924e-05
0.095357	2.4848e-05	8.3063e-05	3.1348e-05
0.097254	1.1056e-05	1.9101e-05	1.0976e-05
0.10035	8.5160e-06	1.2311e-05	4.6376e-06
0.10344	1.0547e-05	1.0039e-05	4.5247e-06
0.10654	1.0487e-05	3.7187e-05	8.3346e-06
0.10963	1.2521e-05	7.7057e-05	1.9412e-05
0.11273	7.1397e-06	2.7856e-05	6.8727e-06
0.11582	4.5224e-06	7.0057e-05	9.1431e-06
0.11891	1.4115e-05	0.00060955	9.2599e-05
0.12201	3.7155e-05	0.00077943	0.00015384
0.12510	1.5294e-05	0.00011438	2.9016e-05
0.12820	6.4675e-06	1.8181e-05	5.3334e-06
0.13129	9.1498e-06	2.2756e-05	7.1452e-06
0.13439	8.6287e-06	1.9750e-05	6.8548e-06
0.13748	4.6228e-06	7.4195e-06	3.4063e-06
0.14058	3.9169e-06	3.7969e-06	2.2288e-06
0.14367	4.5113e-06	5.3592e-06	2.3591e-06
0.14676	4.3539e-06	1.2975e-05	3.1576e-06
0.14986	3.4210e-06	1.4861e-05	3.1438e-06
0.15295	3.0832e-06	1.4109e-05	2.3497e-06
0.15605	3.3331e-06	7.8579e-05	7.1340e-06
0.15914	4.3821e-06	0.00030423	2.7871e-05
0.16224	5.0683e-06	0.00028449	2.9660e-05
0.16533	4.0954e-06	7.0510e-05	9.1220e-06
0.16843	3.4744e-06	1.0906e-05	2.2375e-06
0.17152	3.2437e-06	8.2173e-06	1.6478e-06
0.17461	2.9021e-06	6.5261e-06	1.7089e-06
0.17771	2.6478e-06	3.2335e-06	1.6732e-06
0.18080	2.7939e-06	2.3003e-06	1.6328e-06
0.18390	2.8975e-06	2.6093e-06	1.6738e-06
